time,temperature_2m,relativehumidity_2m,rain,soil_temperature_0_to_7cm,soil_moisture
2023-03-30 05:00:00,22.49,60.02,2.8,24.84,54.68
2023-03-30 06:00:00,23.07,36.05,2.04,24.54,54.64
2023-03-30 07:00:00,24.48,45.07,2.13,24.42,54.25
2023-03-30 08:00:00,24.68,42.41,2.27,22.87,53.52
2023-03-30 09:00:00,22.98,45.29,2.32,24.19,54.08
2023-03-30 10:00:00,23.25,35.21,2.81,23.32,53.57
2023-03-30 11:00:00,23.16,34.24,2.35,24.7,54.22
2023-03-30 12:00:00,21.71,30.83,2.63,23.53,53.72
2023-03-30 13:00:00,24.15,40.92,2.94,22.27,53.77
2023-03-30 14:00:00,22.87,62.95,2.92,22.07,53.86
2023-03-30 15:00:00,24.55,69.83,2.98,23.32,53.51
2023-03-30 16:00:00,24.37,66.21,2.04,24.56,54.41
2023-03-30 17:00:00,24.09,46.64,2.05,22.87,54.5
2023-03-30 18:00:00,24.25,61.36,2.9,23.74,54.89
2023-03-30 19:00:00,21.13,65.64,2.37,23.39,53.4
2023-03-30 20:00:00,22.97,38.53,2.46,22.68,54.51
2023-03-30 21:00:00,20.24,67.21,2.86,24.83,53.69
2023-03-30 22:00:00,23.97,63.59,2.2,24.06,54.35
2023-03-30 23:00:00,24.45,38.12,2.45,22.79,53.37
2023-03-31 00:00:00,21.07,50.21,2.54,22.17,54.88
2023-03-31 01:00:00,24.85,61.24,2.87,22.6,53.4
2023-03-31 02:00:00,20.56,49.31,2.22,23.94,54.36
2023-03-31 03:00:00,21.81,33.83,2.4,24.63,54.73
2023-03-31 04:00:00,23.81,34.55,2.47,24.48,53.65
2023-03-31 05:00:00,21.34,66.57,2.27,24.67,54.43
2023-03-31 06:00:00,23.01,39.92,2.37,24.19,53.71
2023-03-31 07:00:00,23.45,33.23,2.05,24.47,54.45
2023-03-31 08:00:00,20.61,61.27,2.99,24.85,53.11
2023-03-31 09:00:00,23.91,69.76,2.59,24.89,54.5
2023-03-31 10:00:00,20.42,41.77,2.08,24.59,54.92
2023-03-31 11:00:00,23.96,46.42,2.88,24.77,54.33
2023-03-31 12:00:00,23.7,46.45,2.49,24.88,53.57
2023-03-31 13:00:00,24.4,68.95,2.63,22.83,54.27
2023-03-31 14:00:00,20.74,45.28,2.11,24.72,54.09
2023-03-31 15:00:00,24.58,40.72,2.2,22.71,53.15
2023-03-31 16:00:00,20.18,60.34,2.15,24.67,54.61
2023-03-31 17:00:00,22.04,45.61,2.88,23.57,53.34
2023-03-31 18:00:00,24.3,39.61,2.89,24.21,54.61
2023-03-31 19:00:00,22.97,60.41,2.57,22.09,54.92
2023-03-31 20:00:00,21.3,58.5,2.82,22.0,53.61
2023-03-31 21:00:00,22.7,53.95,2.92,22.99,53.68
2023-03-31 22:00:00,23.31,48.58,2.83,22.15,54.2
2023-03-31 23:00:00,24.06,62.72,2.79,23.29,53.19
2023-04-01 00:00:00,20.53,55.51,2.13,24.84,54.87
2023-04-01 01:00:00,20.13,53.82,2.2,23.37,53.33
2023-04-01 02:00:00,23.8,32.5,2.94,23.07,53.3
2023-04-01 03:00:00,23.57,68.9,2.61,22.14,53.15
2023-04-01 04:00:00,23.39,52.03,2.41,23.84,53.98
2023-04-01 05:00:00,23.25,64.16,2.5,22.63,53.86
2023-04-01 06:00:00,23.9,33.4,2.05,23.69,54.17
2023-04-01 07:00:00,24.52,68.26,2.73,22.57,54.48
2023-04-01 08:00:00,25.0,69.95,2.28,24.93,54.55
2023-04-01 09:00:00,22.51,66.05,2.49,22.25,54.42
2023-04-01 10:00:00,23.61,33.47,2.32,24.1,53.37
2023-04-01 11:00:00,20.57,34.42,2.03,24.8,54.53
2023-04-01 12:00:00,20.01,36.05,2.3,24.25,54.16
2023-04-01 13:00:00,23.53,40.12,2.97,23.26,54.99
2023-04-01 14:00:00,22.91,61.1,2.8,22.61,54.94
2023-04-01 15:00:00,23.1,65.81,2.89,23.99,54.57
2023-04-01 16:00:00,24.42,62.8,2.35,24.2,53.25
2023-04-01 17:00:00,24.77,32.11,2.28,22.57,55.0
2023-04-01 18:00:00,22.52,41.02,2.65,23.19,54.17
2023-04-01 19:00:00,20.84,31.66,2.42,22.11,53.21
2023-04-01 20:00:00,23.57,56.54,2.06,23.08,53.66
2023-04-01 21:00:00,20.8,59.71,2.36,24.64,53.93
2023-04-01 22:00:00,24.84,31.45,2.84,23.86,53.3
2023-04-01 23:00:00,21.81,63.29,2.27,24.69,54.01
2023-04-02 00:00:00,22.68,41.31,2.26,23.98,53.27
2023-04-02 01:00:00,23.08,45.7,2.55,22.16,54.68
2023-04-02 02:00:00,23.64,68.86,2.48,24.95,53.38
2023-04-02 03:00:00,24.56,57.35,2.62,24.07,53.49
2023-04-02 04:00:00,23.23,36.77,2.31,22.48,54.1
2023-04-02 05:00:00,24.13,30.96,2.51,24.01,54.07
2023-04-02 06:00:00,24.16,40.28,2.42,22.13,54.59
2023-04-02 07:00:00,23.63,66.45,2.55,22.73,54.42
2023-04-02 08:00:00,22.77,37.85,2.0,22.87,53.27
2023-04-02 09:00:00,23.57,53.37,3.0,22.24,54.72
2023-04-02 10:00:00,23.26,36.05,2.19,22.46,53.95
2023-04-02 11:00:00,20.11,52.35,2.03,23.47,54.59
2023-04-02 12:00:00,21.73,49.07,2.44,23.22,53.48
2023-04-02 13:00:00,22.35,69.12,2.83,22.56,53.31
2023-04-02 14:00:00,23.11,61.34,2.1,23.56,54.59
2023-04-02 15:00:00,21.47,54.61,2.64,22.12,53.21
2023-04-02 16:00:00,24.91,60.63,2.56,22.17,53.06
2023-04-02 17:00:00,22.61,47.97,2.12,24.68,54.89
2023-04-02 18:00:00,24.64,57.83,2.96,24.66,54.87
2023-04-02 19:00:00,23.24,45.16,2.58,23.62,54.24
2023-04-02 20:00:00,21.65,49.83,2.61,22.19,53.48
2023-04-02 21:00:00,20.63,58.0,2.1,23.56,53.49
2023-04-02 22:00:00,21.06,52.08,2.86,22.05,54.19
2023-04-02 23:00:00,23.13,47.55,2.13,22.57,53.94
2023-04-03 00:00:00,23.52,52.11,2.18,23.98,53.96
2023-04-03 01:00:00,23.71,36.12,2.59,22.69,53.59
2023-04-03 02:00:00,24.71,63.28,2.6,24.69,53.13
2023-04-03 03:00:00,20.1,68.19,2.44,24.03,53.25
2023-04-03 04:00:00,23.29,61.75,2.28,22.42,53.53
2023-04-03 05:00:00,20.3,65.42,2.38,22.98,54.55
2023-04-03 06:00:00,23.77,61.38,2.95,22.3,53.81
2023-04-03 07:00:00,20.16,60.63,2.29,23.8,53.62
2023-04-03 08:00:00,23.89,67.67,2.85,24.06,53.09
2023-04-03 09:00:00,24.2,31.62,2.71,23.95,54.7
2023-04-03 10:00:00,23.17,40.75,2.41,23.33,54.77
2023-04-03 11:00:00,21.99,35.43,2.26,22.53,54.83
2023-04-03 12:00:00,20.06,56.37,2.61,22.67,53.38
2023-04-03 13:00:00,24.46,37.57,2.3,24.68,54.82
2023-04-03 14:00:00,21.62,58.4,2.92,24.96,54.68
2023-04-03 15:00:00,21.3,62.91,2.87,23.37,53.83
2023-04-03 16:00:00,24.42,40.43,2.59,22.28,54.32
2023-04-03 17:00:00,20.74,65.79,2.86,24.64,53.3
2023-04-03 18:00:00,24.78,49.62,2.14,23.46,54.49
2023-04-03 19:00:00,21.53,59.92,2.98,24.63,53.86
2023-04-03 20:00:00,24.33,56.83,2.06,24.79,54.69
2023-04-03 21:00:00,23.78,30.84,2.45,22.98,54.91
2023-04-03 22:00:00,20.21,62.03,2.78,22.76,54.23
2023-04-03 23:00:00,21.86,49.06,2.57,22.69,53.85
2023-04-04 00:00:00,20.1,57.98,2.95,22.71,54.2
2023-04-04 01:00:00,24.45,41.03,2.33,24.24,53.36
2023-04-04 02:00:00,21.35,42.09,2.54,23.25,54.84
2023-04-04 03:00:00,20.58,45.08,2.37,23.92,54.4
2023-04-04 04:00:00,22.36,44.06,2.1,23.31,53.72
2023-04-04 05:00:00,21.67,51.07,2.0,23.91,53.31
2023-04-04 06:00:00,21.37,39.31,2.2,23.16,54.64
2023-04-04 07:00:00,20.54,33.43,2.1,24.89,54.89
2023-04-04 08:00:00,24.11,43.31,2.01,22.21,53.57
2023-04-04 09:00:00,21.91,58.99,2.58,24.84,53.72
2023-04-04 10:00:00,21.25,52.28,2.06,22.93,54.14
2023-04-04 11:00:00,21.75,35.22,2.99,22.14,53.2
2023-04-04 12:00:00,24.51,62.77,2.6,23.76,54.69
2023-04-04 13:00:00,23.37,35.58,2.47,23.72,53.69
2023-04-04 14:00:00,20.73,31.71,2.37,24.31,54.99
2023-04-04 15:00:00,24.09,40.08,2.7,23.51,54.03
2023-04-04 16:00:00,23.78,66.04,2.99,23.9,53.66
2023-04-04 17:00:00,22.96,50.5,2.39,24.53,53.14
2023-04-04 18:00:00,20.65,59.48,2.15,23.69,54.57
2023-04-04 19:00:00,21.58,51.42,2.01,23.88,53.77
2023-04-04 20:00:00,24.93,64.77,2.56,22.44,54.93
2023-04-04 21:00:00,24.51,65.3,2.5,24.04,53.39
2023-04-04 22:00:00,24.21,60.24,2.01,23.46,54.55
2023-04-04 23:00:00,23.65,36.84,2.66,22.41,54.81
2023-04-05 00:00:00,21.44,59.66,2.59,24.56,53.29
2023-04-05 01:00:00,24.06,52.23,2.89,24.17,53.27
2023-04-05 02:00:00,24.64,56.31,2.73,22.41,53.92
2023-04-05 03:00:00,23.73,49.79,2.94,22.42,54.41
2023-04-05 04:00:00,20.79,32.27,2.26,22.02,53.5
2023-04-05 05:00:00,22.4,60.44,2.21,22.4,53.01
2023-04-05 06:00:00,20.08,34.21,2.36,25.0,53.07
2023-04-05 07:00:00,24.01,41.18,2.35,22.31,53.82
2023-04-05 08:00:00,24.44,41.9,2.2,23.5,53.91
2023-04-05 09:00:00,22.87,49.23,2.67,24.05,53.37
2023-04-05 10:00:00,24.19,55.48,2.23,23.09,54.24
2023-04-05 11:00:00,23.15,58.06,2.12,24.75,53.71
2023-04-05 12:00:00,21.03,30.16,2.13,24.22,53.28
2023-04-05 13:00:00,20.55,48.25,2.32,23.08,53.81
2023-04-05 14:00:00,21.28,31.02,2.56,24.86,54.73
2023-04-05 15:00:00,24.33,66.87,2.98,22.52,53.79
2023-04-05 16:00:00,23.41,46.04,2.12,23.75,53.06
2023-04-05 17:00:00,22.84,56.34,2.29,22.69,53.95
2023-04-05 18:00:00,22.8,47.86,2.69,24.41,53.51
2023-04-05 19:00:00,23.49,60.48,2.05,24.0,54.74
2023-04-05 20:00:00,20.32,42.05,2.03,23.66,54.67
2023-04-05 21:00:00,24.44,49.47,2.16,24.64,54.18
2023-04-05 22:00:00,20.99,66.39,2.3,22.8,53.09
2023-04-05 23:00:00,21.82,39.55,2.38,24.43,53.2
2023-04-06 00:00:00,22.85,41.54,2.26,23.65,53.48
2023-04-06 01:00:00,21.03,63.16,3.0,23.79,54.12
2023-04-06 02:00:00,21.47,52.62,2.53,22.94,53.8
2023-04-06 03:00:00,24.1,55.44,2.5,23.98,54.79
2023-04-06 04:00:00,20.95,38.15,2.4,22.75,53.59
2023-04-06 05:00:00,20.57,51.41,2.27,24.76,54.79
2023-04-06 06:00:00,23.22,30.66,2.55,22.47,54.56
2023-04-06 07:00:00,23.4,68.68,2.2,23.61,54.47
2023-04-06 08:00:00,21.08,47.23,2.94,23.28,53.49
2023-04-06 09:00:00,22.31,64.23,2.13,22.95,53.96
2023-04-06 10:00:00,24.98,38.67,2.36,24.15,53.15
2023-04-06 11:00:00,22.32,49.97,2.99,23.47,54.26
2023-04-06 12:00:00,24.47,51.22,2.38,23.47,54.88
2023-04-06 13:00:00,22.62,48.64,2.25,24.35,54.97
2023-04-06 14:00:00,22.91,50.37,2.18,22.23,54.53
2023-04-06 15:00:00,20.52,61.34,2.48,22.74,53.99
2023-04-06 16:00:00,23.53,47.71,2.67,22.36,54.29
2023-04-06 17:00:00,23.61,61.16,2.96,23.15,54.14
2023-04-06 18:00:00,23.79,36.06,2.6,23.13,54.64
2023-04-06 19:00:00,24.22,55.82,2.09,23.99,54.45
2023-04-06 20:00:00,23.9,53.96,2.52,23.08,53.36
2023-04-06 21:00:00,20.51,41.7,2.73,24.28,53.22
2023-04-06 22:00:00,22.27,43.24,2.51,22.94,53.47
2023-04-06 23:00:00,24.35,67.02,2.85,23.75,53.46
2023-04-07 00:00:00,24.17,58.13,2.09,24.25,54.22
2023-04-07 01:00:00,22.05,65.24,2.72,23.11,54.73
2023-04-07 02:00:00,22.64,53.01,2.45,22.72,54.9
2023-04-07 03:00:00,24.17,44.35,2.46,23.45,54.88
2023-04-07 04:00:00,24.82,33.5,2.93,24.68,53.71
2023-04-07 05:00:00,21.88,43.62,2.05,22.57,53.09
2023-04-07 06:00:00,24.61,35.94,2.48,23.07,53.47
2023-04-07 07:00:00,23.25,65.12,2.58,24.92,53.56
2023-04-07 08:00:00,20.82,34.06,2.76,23.15,53.84
2023-04-07 09:00:00,20.29,60.06,2.38,22.48,54.67
2023-04-07 10:00:00,22.24,60.6,2.16,24.17,54.23
2023-04-07 11:00:00,21.02,41.98,2.51,22.76,53.35
2023-04-07 12:00:00,24.81,47.2,2.07,24.76,53.58
2023-04-07 13:00:00,20.37,54.24,2.61,24.71,53.11
2023-04-07 14:00:00,20.26,64.04,3.0,24.58,54.72
2023-04-07 15:00:00,23.32,66.86,2.46,23.65,53.69
2023-04-07 16:00:00,23.88,61.44,2.99,22.06,53.09
2023-04-07 17:00:00,20.67,58.42,2.52,23.41,53.28
2023-04-07 18:00:00,20.03,53.74,2.85,23.53,53.4
2023-04-07 19:00:00,23.6,58.96,2.8,23.83,54.06
2023-04-07 20:00:00,23.04,34.13,2.36,23.51,54.38
2023-04-07 21:00:00,24.84,50.92,2.47,24.97,53.91
2023-04-07 22:00:00,23.86,60.58,2.01,23.46,54.66
2023-04-07 23:00:00,24.77,35.62,2.72,23.11,54.41
2023-04-08 00:00:00,23.31,42.71,2.74,24.61,54.94
2023-04-08 01:00:00,23.22,68.54,2.57,24.38,54.93
2023-04-08 02:00:00,23.12,57.41,2.74,22.17,54.64
2023-04-08 03:00:00,24.22,57.19,2.64,23.64,54.8
2023-04-08 04:00:00,24.14,64.42,2.5,22.13,54.82
2023-04-08 05:00:00,24.16,30.38,2.17,24.09,53.93
2023-04-08 06:00:00,22.46,49.85,2.8,24.58,54.77
2023-04-08 07:00:00,24.66,50.09,2.46,22.16,54.11
2023-04-08 08:00:00,21.09,43.72,2.07,24.38,54.63
2023-04-08 09:00:00,24.92,55.42,2.77,22.58,53.62
2023-04-08 10:00:00,21.0,41.23,2.3,22.76,53.55
2023-04-08 11:00:00,21.56,34.92,2.99,24.91,54.75
2023-04-08 12:00:00,20.4,46.57,2.45,24.98,54.06
2023-04-08 13:00:00,22.24,66.53,2.67,23.1,54.69
2023-04-08 14:00:00,22.91,62.79,2.44,23.88,54.33
2023-04-08 15:00:00,23.92,57.55,2.28,24.18,53.75
2023-04-08 16:00:00,23.09,34.29,2.59,22.86,53.9
2023-04-08 17:00:00,21.76,35.72,2.53,22.58,54.09
2023-04-08 18:00:00,21.75,64.05,2.85,22.4,54.19
2023-04-08 19:00:00,23.06,48.85,2.65,22.67,53.43
2023-04-08 20:00:00,23.67,67.34,2.48,22.01,54.14
2023-04-08 21:00:00,21.26,60.94,2.45,22.17,54.74
2023-04-08 22:00:00,21.08,55.57,2.35,24.42,53.28
2023-04-08 23:00:00,21.01,46.26,2.49,24.0,54.34
2023-04-09 00:00:00,20.35,49.18,2.96,22.01,53.46
2023-04-09 01:00:00,22.48,33.56,2.43,24.93,53.41
2023-04-09 02:00:00,20.56,35.14,2.9,22.94,54.59
2023-04-09 03:00:00,24.69,66.66,2.18,22.95,53.12
2023-04-09 04:00:00,21.63,48.23,2.84,24.45,53.07
2023-04-09 05:00:00,23.3,52.69,2.75,23.84,53.75
2023-04-09 06:00:00,20.23,63.25,2.94,22.67,54.25
2023-04-09 07:00:00,22.45,54.99,2.15,23.56,54.81
2023-04-09 08:00:00,24.41,66.22,2.31,24.49,54.57
2023-04-09 09:00:00,23.24,36.81,2.35,24.39,54.64
2023-04-09 10:00:00,21.25,48.85,2.29,24.94,54.71
2023-04-09 11:00:00,24.73,67.37,2.67,24.98,54.58
2023-04-09 12:00:00,21.96,34.65,2.76,23.4,53.25
2023-04-09 13:00:00,20.66,38.91,2.99,23.24,54.58
2023-04-09 14:00:00,24.88,48.34,2.16,24.17,53.38
2023-04-09 15:00:00,24.55,54.28,2.99,24.92,53.41
2023-04-09 16:00:00,22.0,47.79,2.45,24.74,53.75
2023-04-09 17:00:00,21.39,44.82,2.63,23.44,53.8
2023-04-09 18:00:00,20.18,61.86,2.66,22.17,53.78
2023-04-09 19:00:00,22.97,42.72,2.31,22.24,53.7
2023-04-09 20:00:00,22.82,66.33,2.25,24.04,54.66
2023-04-09 21:00:00,22.43,56.12,2.79,24.94,53.54
2023-04-09 22:00:00,22.07,32.87,2.33,22.94,55.0
2023-04-09 23:00:00,21.39,57.09,2.49,23.06,53.88
2023-04-10 00:00:00,23.27,31.73,2.25,23.1,54.25
2023-04-10 01:00:00,22.94,37.22,2.74,23.31,54.4
2023-04-10 02:00:00,20.38,32.7,2.07,24.74,54.41
2023-04-10 03:00:00,22.31,45.95,2.35,24.33,53.35
2023-04-10 04:00:00,24.64,50.21,2.4,22.37,53.57
2023-04-10 05:00:00,24.11,36.1,2.8,22.59,54.28
2023-04-10 06:00:00,20.74,57.59,2.88,24.73,53.57
2023-04-10 07:00:00,23.75,42.03,2.46,22.53,54.79
2023-04-10 08:00:00,23.52,37.23,2.15,24.86,53.4
2023-04-10 09:00:00,23.31,34.2,2.38,24.31,53.48
2023-04-10 10:00:00,23.46,38.4,2.68,22.05,53.65
2023-04-10 11:00:00,23.59,35.59,2.28,23.87,54.11
2023-04-10 12:00:00,23.68,51.62,2.8,22.47,54.26
2023-04-10 13:00:00,20.28,54.53,2.83,23.79,53.51
2023-04-10 14:00:00,23.37,33.1,2.04,23.35,54.79
2023-04-10 15:00:00,20.42,61.87,2.54,23.28,54.91
2023-04-10 16:00:00,22.11,63.6,2.4,22.36,53.23
2023-04-10 17:00:00,24.72,65.8,2.87,24.42,53.44
2023-04-10 18:00:00,21.35,60.64,2.24,24.77,54.21
2023-04-10 19:00:00,20.83,39.99,2.62,24.62,54.11
2023-04-10 20:00:00,21.91,66.73,2.02,24.69,54.41
2023-04-10 21:00:00,20.36,42.33,2.22,22.32,54.33
2023-04-10 22:00:00,20.17,68.07,2.5,23.93,53.59
2023-04-10 23:00:00,22.1,39.18,2.5,22.4,53.55
2023-04-11 00:00:00,22.46,66.07,2.82,23.83,53.52
2023-04-11 01:00:00,22.79,50.82,2.15,24.72,54.14
2023-04-11 02:00:00,23.16,38.39,2.66,23.13,53.32
2023-04-11 03:00:00,22.2,30.45,2.71,24.61,54.87
2023-04-11 04:00:00,21.03,49.37,2.33,24.38,54.77
2023-04-11 05:00:00,21.85,57.84,2.13,24.17,53.12
2023-04-11 06:00:00,23.05,31.8,2.67,23.22,53.29
2023-04-11 07:00:00,22.71,64.82,2.39,23.87,54.11
2023-04-11 08:00:00,21.66,34.34,2.69,23.13,53.35
2023-04-11 09:00:00,21.21,37.22,2.85,23.31,54.67
2023-04-11 10:00:00,20.91,38.46,2.2,24.73,53.65
2023-04-11 11:00:00,22.64,58.97,2.67,23.13,54.48
2023-04-11 12:00:00,21.52,45.85,2.58,23.78,53.11
2023-04-11 13:00:00,24.44,55.2,2.92,24.18,54.15
2023-04-11 14:00:00,24.52,50.8,2.98,24.95,53.01
2023-04-11 15:00:00,21.52,55.81,2.37,24.54,53.25
2023-04-11 16:00:00,23.21,35.1,2.25,24.5,54.16
2023-04-11 17:00:00,22.84,48.51,2.27,23.5,53.21
2023-04-11 18:00:00,20.04,48.16,2.28,25.0,54.99
2023-04-11 19:00:00,21.11,35.13,2.41,22.73,54.68
2023-04-11 20:00:00,22.9,47.72,2.23,23.77,53.83
2023-04-11 21:00:00,24.83,31.39,2.88,24.36,54.35
2023-04-11 22:00:00,22.87,36.06,2.31,24.98,53.12
2023-04-11 23:00:00,22.37,34.61,2.55,24.44,53.4
2023-04-12 00:00:00,20.44,57.03,2.24,22.74,54.8
2023-04-12 01:00:00,20.88,41.89,2.78,22.97,53.33
2023-04-12 02:00:00,21.34,45.69,2.8,24.65,53.23
2023-04-12 03:00:00,24.58,46.17,2.61,22.88,53.56
2023-04-12 04:00:00,20.95,38.0,2.18,22.82,54.19
2023-04-12 05:00:00,20.18,69.69,2.23,24.6,53.17
2023-04-12 06:00:00,23.81,30.5,2.87,24.44,53.36
2023-04-12 07:00:00,24.57,46.0,2.42,22.8,54.82
2023-04-12 08:00:00,22.95,57.81,2.28,23.11,53.5
2023-04-12 09:00:00,20.27,36.52,2.44,23.49,53.76
2023-04-12 10:00:00,23.56,34.93,2.79,23.16,53.1
2023-04-12 11:00:00,21.24,60.13,2.59,23.23,54.44
2023-04-12 12:00:00,23.51,62.21,2.97,24.09,54.16
2023-04-12 13:00:00,24.04,68.26,2.85,22.85,54.32
2023-04-12 14:00:00,21.5,40.77,2.4,24.11,53.81
2023-04-12 15:00:00,20.6,57.49,2.1,22.09,53.39
2023-04-12 16:00:00,20.11,63.0,2.11,23.12,53.91
2023-04-12 17:00:00,20.88,64.9,2.89,23.69,54.8
2023-04-12 18:00:00,24.7,38.27,2.9,23.17,53.0
2023-04-12 19:00:00,21.86,31.88,2.21,22.2,53.46
2023-04-12 20:00:00,23.4,32.96,2.92,22.51,53.24
2023-04-12 21:00:00,23.36,34.29,2.81,22.41,54.89
2023-04-12 22:00:00,21.09,61.29,2.86,23.27,54.77
2023-04-12 23:00:00,21.32,35.08,2.37,22.29,53.3
2023-04-13 00:00:00,24.4,47.19,2.38,24.69,54.03
2023-04-13 01:00:00,24.76,62.61,2.55,22.9,53.24
2023-04-13 02:00:00,20.75,34.45,2.47,22.05,53.78
2023-04-13 03:00:00,21.91,31.5,2.95,24.74,54.76
2023-04-13 04:00:00,20.37,35.28,2.55,22.97,54.66
2023-04-13 05:00:00,24.21,50.67,2.25,22.44,54.18
2023-04-13 06:00:00,21.71,49.07,2.54,23.7,54.92
2023-04-13 07:00:00,21.3,48.25,2.15,23.75,54.59
2023-04-13 08:00:00,20.9,50.56,2.77,23.94,54.28
2023-04-13 09:00:00,22.47,61.92,2.74,23.55,54.58
2023-04-13 10:00:00,24.05,44.2,2.87,24.17,55.0
2023-04-13 11:00:00,24.98,34.37,2.15,23.68,53.74
2023-04-13 12:00:00,23.14,62.69,2.15,22.17,53.58
2023-04-13 13:00:00,21.26,46.6,2.75,22.77,54.24
2023-04-13 14:00:00,22.53,69.19,2.72,22.61,53.53
2023-04-13 15:00:00,24.47,45.65,2.11,22.82,54.87
2023-04-13 16:00:00,20.19,36.13,2.9,23.52,54.13
2023-04-13 17:00:00,20.63,52.82,2.29,24.93,54.89
2023-04-13 18:00:00,23.12,55.59,2.8,24.67,54.68
2023-04-13 19:00:00,20.01,30.4,2.68,22.34,54.93
2023-04-13 20:00:00,24.86,52.26,2.43,22.93,53.33
2023-04-13 21:00:00,20.1,51.86,2.68,22.33,54.78
2023-04-13 22:00:00,20.47,34.12,2.34,24.25,54.75
2023-04-13 23:00:00,22.59,66.77,2.08,22.96,53.31
2023-04-14 00:00:00,22.66,41.64,2.95,24.75,53.33
2023-04-14 01:00:00,21.71,68.8,2.89,22.35,54.4
2023-04-14 02:00:00,21.96,59.79,2.53,23.25,53.47
2023-04-14 03:00:00,23.68,62.83,2.42,22.7,54.65
2023-04-14 04:00:00,22.26,55.17,2.82,22.27,54.51
2023-04-14 05:00:00,23.6,35.03,2.9,24.78,53.97
2023-04-14 06:00:00,22.63,46.93,2.83,22.15,53.94
2023-04-14 07:00:00,24.8,32.13,2.41,22.47,53.66
2023-04-14 08:00:00,24.73,31.3,2.17,23.8,53.5
2023-04-14 09:00:00,24.26,62.41,2.23,22.85,54.66
2023-04-14 10:00:00,21.54,41.01,2.53,24.66,53.53
2023-04-14 11:00:00,23.54,43.06,2.96,22.65,54.52
2023-04-14 12:00:00,23.51,36.49,2.39,24.6,53.46
2023-04-14 13:00:00,22.41,62.04,2.08,24.03,54.38
2023-04-14 14:00:00,21.58,47.95,2.85,22.3,53.19
2023-04-14 15:00:00,24.5,31.53,2.79,24.57,53.58
2023-04-14 16:00:00,22.97,53.37,2.59,23.2,53.35
2023-04-14 17:00:00,22.72,39.94,2.94,23.92,53.6
2023-04-14 18:00:00,22.52,55.64,2.36,23.28,53.92
2023-04-14 19:00:00,23.52,30.41,2.38,22.17,54.04
2023-04-14 20:00:00,22.69,50.11,2.82,24.39,54.04
2023-04-14 21:00:00,24.0,49.32,2.47,23.09,54.13
2023-04-14 22:00:00,24.89,45.3,2.85,22.18,53.1
2023-04-14 23:00:00,20.83,53.05,2.23,24.04,54.63
2023-04-15 00:00:00,21.21,46.72,2.0,23.45,54.71
2023-04-15 01:00:00,23.58,36.43,2.95,24.65,54.25
2023-04-15 02:00:00,21.18,38.21,2.93,23.62,53.87
2023-04-15 03:00:00,23.48,61.37,2.25,24.4,53.56
2023-04-15 04:00:00,23.38,64.27,2.7,23.84,53.84
2023-04-15 05:00:00,22.12,45.11,3.0,24.68,53.36
2023-04-15 06:00:00,22.71,54.8,2.89,23.9,54.06
2023-04-15 07:00:00,22.74,55.32,2.09,22.03,53.08
2023-04-15 08:00:00,20.63,59.27,2.49,24.3,53.53
2023-04-15 09:00:00,20.4,63.86,2.15,22.27,53.82
2023-04-15 10:00:00,21.56,56.25,2.86,24.22,54.77
2023-04-15 11:00:00,23.17,31.95,2.11,23.64,53.13
2023-04-15 12:00:00,24.9,67.97,2.86,23.94,53.69
2023-04-15 13:00:00,23.05,36.07,2.74,22.32,53.17
2023-04-15 14:00:00,20.05,43.22,2.76,23.24,53.87
2023-04-15 15:00:00,20.41,33.93,2.31,24.22,53.44
2023-04-15 16:00:00,21.45,43.84,2.33,24.95,54.13
2023-04-15 17:00:00,24.07,47.86,2.55,24.73,53.28
2023-04-15 18:00:00,24.03,37.45,2.09,23.53,54.9
2023-04-15 19:00:00,24.57,67.27,2.24,23.07,54.57
2023-04-15 20:00:00,24.75,68.07,2.91,23.22,53.82
2023-04-15 21:00:00,24.46,60.74,2.58,24.42,53.52
2023-04-15 22:00:00,22.03,68.33,2.77,23.78,54.72
2023-04-15 23:00:00,20.03,39.48,2.62,23.09,54.46
2023-04-16 00:00:00,21.52,43.85,2.76,22.89,54.77
2023-04-16 01:00:00,21.92,33.1,2.63,24.38,53.26
2023-04-16 02:00:00,23.78,63.14,2.01,23.79,54.97
2023-04-16 03:00:00,23.43,40.93,2.33,24.54,54.17
2023-04-16 04:00:00,21.66,49.84,2.97,23.67,54.45
2023-04-16 05:00:00,23.52,68.0,2.76,23.59,53.29
2023-04-16 06:00:00,21.06,59.66,2.63,22.05,53.74
2023-04-16 07:00:00,21.78,49.11,2.26,22.21,54.77
2023-04-16 08:00:00,22.69,60.95,2.36,23.58,54.26
2023-04-16 09:00:00,23.32,41.89,2.81,22.63,54.22
2023-04-16 10:00:00,24.94,54.61,2.52,22.47,54.95
2023-04-16 11:00:00,24.47,44.25,2.62,23.84,54.31
2023-04-16 12:00:00,24.67,49.8,2.65,23.39,54.38
2023-04-16 13:00:00,22.67,30.33,2.54,22.74,53.46
2023-04-16 14:00:00,23.2,65.42,2.8,22.83,54.61
2023-04-16 15:00:00,24.9,65.1,2.07,23.36,53.61
2023-04-16 16:00:00,20.18,44.18,2.97,23.14,54.38
2023-04-16 17:00:00,23.03,54.94,2.14,23.18,53.01
2023-04-16 18:00:00,21.48,60.96,2.03,23.09,53.64
