time,temperature_2m,relativehumidity_2m,rain,soil_temperature_0_to_7cm,soil_moisture
2023-04-17 07:00:00,23.54,63.17,2.54,23.51,53.18
2023-04-17 08:00:00,24.27,58.83,2.15,24.54,54.94
2023-04-17 09:00:00,24.09,40.21,2.5,24.73,53.1
2023-04-17 10:00:00,20.35,36.92,2.79,22.78,53.64
2023-04-17 11:00:00,24.4,41.75,2.53,24.51,53.22
2023-04-17 12:00:00,22.71,50.9,2.26,24.01,53.62
2023-04-17 13:00:00,23.38,68.55,2.38,22.81,54.7
2023-04-17 14:00:00,24.82,63.43,2.73,22.48,54.1
2023-04-17 15:00:00,23.59,56.02,2.58,24.7,53.93
2023-04-17 16:00:00,20.13,64.13,2.29,22.84,53.95
2023-04-17 17:00:00,24.38,43.7,2.1,23.4,54.53
2023-04-17 18:00:00,23.51,51.4,2.56,22.6,53.77
2023-04-17 19:00:00,24.53,62.14,2.52,23.31,54.74
2023-04-17 20:00:00,24.62,42.09,2.63,22.68,53.19
2023-04-17 21:00:00,21.09,42.04,2.65,23.15,54.72
2023-04-17 22:00:00,21.99,39.04,2.6,23.37,53.71
2023-04-17 23:00:00,21.95,40.91,2.49,22.48,54.16
2023-04-18 00:00:00,21.57,47.33,2.75,22.93,53.45
2023-04-18 01:00:00,22.29,32.05,2.34,23.01,53.32
2023-04-18 02:00:00,22.96,47.23,2.31,23.18,54.73
2023-04-18 03:00:00,22.51,31.02,2.49,23.16,53.8
2023-04-18 04:00:00,23.84,63.71,2.76,23.82,54.9
2023-04-18 05:00:00,24.89,34.94,2.15,24.71,54.38
2023-04-18 06:00:00,22.46,63.78,2.29,23.23,54.94
2023-04-18 07:00:00,24.76,42.0,2.8,23.75,54.37
2023-04-18 08:00:00,21.31,49.66,2.53,22.06,54.33
2023-04-18 09:00:00,22.84,66.54,2.43,23.24,53.91
2023-04-18 10:00:00,20.82,37.28,2.29,22.97,53.32
2023-04-18 11:00:00,23.24,33.71,2.01,22.54,53.56
2023-04-18 12:00:00,20.92,32.21,2.91,24.36,53.67
2023-04-18 13:00:00,22.55,44.34,2.45,23.94,54.23
2023-04-18 14:00:00,24.18,36.21,2.54,24.2,53.72
2023-04-18 15:00:00,23.9,50.29,2.01,22.19,53.93
2023-04-18 16:00:00,21.04,49.05,2.18,22.69,54.65
2023-04-18 17:00:00,23.48,51.53,2.56,24.11,54.48
2023-04-18 18:00:00,24.4,40.59,2.47,24.69,53.31
2023-04-18 19:00:00,21.22,57.64,2.68,24.07,53.22
2023-04-18 20:00:00,24.98,41.22,2.3,22.14,54.83
2023-04-18 21:00:00,22.28,53.11,2.57,23.84,53.89
2023-04-18 22:00:00,22.72,63.44,2.96,22.21,54.68
2023-04-18 23:00:00,21.86,54.86,2.91,23.41,53.14
2023-04-19 00:00:00,20.16,49.67,2.23,23.12,54.53
2023-04-19 01:00:00,20.2,39.57,2.85,23.03,54.77
2023-04-19 02:00:00,21.03,52.15,2.62,23.75,53.31
2023-04-19 03:00:00,20.26,43.06,2.9,24.74,54.65
2023-04-19 04:00:00,21.98,61.47,2.09,23.14,54.64
2023-04-19 05:00:00,24.75,42.13,2.51,23.87,53.63
2023-04-19 06:00:00,20.26,67.28,2.6,22.92,53.11
2023-04-19 07:00:00,23.52,63.25,2.81,24.66,53.72
2023-04-19 08:00:00,20.93,67.09,2.85,24.5,53.16
2023-04-19 09:00:00,23.72,68.94,2.75,24.66,53.44
2023-04-19 10:00:00,21.85,42.74,2.7,24.35,54.7
2023-04-19 11:00:00,20.49,63.04,2.89,24.2,53.41
2023-04-19 12:00:00,24.35,50.41,2.44,24.05,53.21
2023-04-19 13:00:00,21.2,59.62,2.17,23.75,53.57
2023-04-19 14:00:00,23.76,46.55,2.41,22.46,54.35
2023-04-19 15:00:00,21.59,33.63,2.15,23.21,53.85
2023-04-19 16:00:00,22.59,55.73,2.94,22.41,54.95
2023-04-19 17:00:00,21.92,33.38,2.34,23.63,54.15
2023-04-19 18:00:00,23.47,53.13,2.19,23.79,54.36
2023-04-19 19:00:00,20.83,53.79,2.43,22.96,53.84
2023-04-19 20:00:00,20.78,38.74,2.98,24.29,54.99
2023-04-19 21:00:00,23.87,30.0,2.28,22.89,53.26
2023-04-19 22:00:00,22.8,66.92,2.56,22.39,54.61
2023-04-19 23:00:00,21.16,60.17,2.84,23.22,54.08
2023-04-20 00:00:00,21.19,67.06,2.94,23.58,54.75
2023-04-20 01:00:00,24.52,62.9,2.56,23.29,53.84
2023-04-20 02:00:00,21.72,37.19,2.32,23.36,53.85
2023-04-20 03:00:00,20.45,59.73,2.48,22.23,53.19
2023-04-20 04:00:00,21.04,63.67,2.95,23.38,54.58
2023-04-20 05:00:00,24.39,49.45,2.96,24.75,54.75
2023-04-20 06:00:00,22.49,53.22,2.92,24.99,53.0
2023-04-20 07:00:00,23.49,61.71,2.57,24.5,54.45
2023-04-20 08:00:00,21.26,46.76,2.47,24.59,53.86
2023-04-20 09:00:00,22.13,36.44,2.82,22.1,54.36
2023-04-20 10:00:00,21.84,63.25,2.4,22.56,54.82
2023-04-20 11:00:00,24.19,42.32,2.49,23.47,54.99
2023-04-20 12:00:00,21.34,63.75,2.15,22.83,54.57
2023-04-20 13:00:00,24.13,57.09,2.32,22.4,54.09
2023-04-20 14:00:00,24.79,34.32,2.33,24.83,54.19
2023-04-20 15:00:00,21.74,50.87,2.0,23.08,53.84
2023-04-20 16:00:00,21.59,30.26,2.57,23.09,54.12
2023-04-20 17:00:00,22.69,65.32,2.73,24.45,53.98
2023-04-20 18:00:00,25.0,68.85,2.91,23.52,54.18
2023-04-20 19:00:00,23.16,45.66,2.04,24.92,54.11
2023-04-20 20:00:00,20.98,52.68,2.79,24.92,54.17
2023-04-20 21:00:00,21.58,49.17,2.6,24.24,53.23
2023-04-20 22:00:00,23.96,32.1,2.95,22.22,54.41
2023-04-20 23:00:00,20.52,38.56,2.28,22.6,53.27
2023-04-21 00:00:00,22.89,48.82,2.55,24.07,53.49
2023-04-21 01:00:00,22.49,52.93,2.4,23.96,54.63
2023-04-21 02:00:00,23.53,33.49,2.29,23.01,54.97
2023-04-21 03:00:00,21.79,46.35,2.76,23.94,53.14
2023-04-21 04:00:00,23.43,67.7,2.16,23.86,53.85
2023-04-21 05:00:00,23.99,50.9,2.89,22.76,54.82
2023-04-21 06:00:00,23.92,54.44,2.87,23.8,54.52
2023-04-21 07:00:00,24.01,63.87,2.87,23.13,54.74
2023-04-21 08:00:00,20.16,33.98,2.78,24.36,53.66
2023-04-21 09:00:00,23.8,59.57,2.17,24.04,54.61
2023-04-21 10:00:00,21.55,67.41,2.67,23.76,54.39
2023-04-21 11:00:00,23.21,58.78,2.37,24.9,53.39
2023-04-21 12:00:00,24.38,40.11,2.5,22.18,54.87
2023-04-21 13:00:00,24.0,50.79,2.53,24.0,54.11
2023-04-21 14:00:00,22.66,39.85,2.82,24.25,53.75
2023-04-21 15:00:00,20.88,65.33,2.87,23.33,54.35
2023-04-21 16:00:00,23.33,32.35,2.46,22.67,54.37
2023-04-21 17:00:00,22.59,61.43,2.93,23.28,53.44
2023-04-21 18:00:00,22.97,32.96,2.39,22.68,54.73
2023-04-21 19:00:00,22.5,50.29,2.58,24.61,53.76
2023-04-21 20:00:00,21.27,64.78,2.07,24.65,53.37
2023-04-21 21:00:00,20.46,46.11,2.4,24.98,54.42
2023-04-21 22:00:00,20.37,44.27,2.0,23.47,54.97
2023-04-21 23:00:00,23.91,58.61,2.04,22.85,53.3
2023-04-22 00:00:00,24.32,64.48,2.16,23.6,53.32
2023-04-22 01:00:00,20.95,47.47,2.5,24.91,53.34
2023-04-22 02:00:00,24.11,45.64,2.88,23.43,54.39
2023-04-22 03:00:00,24.15,32.77,2.29,22.44,54.72
2023-04-22 04:00:00,20.83,51.08,2.6,23.22,53.86
2023-04-22 05:00:00,24.15,64.74,2.65,22.03,53.77
2023-04-22 06:00:00,24.83,41.63,2.74,24.39,54.11
2023-04-22 07:00:00,24.17,42.08,2.69,23.98,54.66
2023-04-22 08:00:00,23.5,61.51,2.17,24.61,53.9
2023-04-22 09:00:00,22.68,57.97,2.55,23.29,54.63
2023-04-22 10:00:00,23.07,66.12,2.4,24.07,54.48
2023-04-22 11:00:00,24.22,30.12,2.12,23.94,53.41
2023-04-22 12:00:00,22.99,32.42,2.86,23.96,54.72
2023-04-22 13:00:00,23.61,51.18,2.79,22.4,53.4
2023-04-22 14:00:00,21.41,51.83,2.66,23.62,53.14
2023-04-22 15:00:00,23.63,39.04,2.15,22.41,53.03
2023-04-22 16:00:00,21.26,33.29,2.16,23.06,54.54
2023-04-22 17:00:00,22.73,60.31,2.94,23.93,53.55
2023-04-22 18:00:00,21.35,30.34,2.17,23.9,53.51
2023-04-22 19:00:00,24.19,32.36,2.3,22.01,54.97
2023-04-22 20:00:00,23.37,70.0,2.5,22.56,53.02
2023-04-22 21:00:00,20.33,65.37,2.98,24.03,53.79
2023-04-22 22:00:00,20.19,46.03,2.55,22.74,54.87
2023-04-22 23:00:00,22.87,39.06,2.98,22.62,53.19
2023-04-23 00:00:00,20.86,43.13,2.7,24.62,54.62
2023-04-23 01:00:00,24.06,48.83,2.46,23.73,54.29
2023-04-23 02:00:00,24.98,34.67,2.73,24.98,53.87
2023-04-23 03:00:00,24.11,54.5,2.87,23.3,54.5
2023-04-23 04:00:00,21.22,67.94,2.43,22.42,54.04
2023-04-23 05:00:00,22.25,53.22,2.69,23.48,53.1
2023-04-23 06:00:00,20.53,64.05,2.41,24.65,53.61
2023-04-23 07:00:00,22.53,38.88,2.33,22.77,54.72
2023-04-23 08:00:00,23.99,65.46,2.37,24.34,53.3
2023-04-23 09:00:00,23.76,65.35,2.02,22.28,53.32
2023-04-23 10:00:00,20.25,52.98,2.33,24.67,54.5
2023-04-23 11:00:00,20.75,49.48,2.62,23.3,53.82
2023-04-23 12:00:00,21.03,62.72,2.83,24.16,54.5
2023-04-23 13:00:00,20.92,52.17,2.28,23.02,54.85
2023-04-23 14:00:00,24.22,67.0,2.14,24.4,53.87
2023-04-23 15:00:00,23.35,38.5,2.29,23.35,53.7
2023-04-23 16:00:00,22.91,47.83,2.87,24.07,54.24
2023-04-23 17:00:00,21.32,54.78,2.76,23.57,53.53
2023-04-23 18:00:00,21.82,67.42,2.35,23.46,54.28
2023-04-23 19:00:00,22.13,56.26,2.77,22.32,53.14
2023-04-23 20:00:00,20.65,56.29,2.49,23.43,53.65
2023-04-23 21:00:00,21.79,52.51,2.97,23.04,53.21
2023-04-23 22:00:00,22.41,32.12,2.13,24.12,53.07
2023-04-23 23:00:00,24.39,50.26,2.87,24.1,53.77
2023-04-24 00:00:00,21.59,36.3,2.18,24.84,53.52
2023-04-24 01:00:00,21.08,35.2,2.95,24.69,53.63
2023-04-24 02:00:00,22.68,69.11,2.58,22.66,53.68
2023-04-24 03:00:00,21.7,60.01,2.78,22.37,54.04
2023-04-24 04:00:00,21.08,58.18,2.65,24.72,54.76
2023-04-24 05:00:00,24.82,50.91,2.87,24.35,54.18
2023-04-24 06:00:00,24.77,48.35,2.57,24.48,54.37
2023-04-24 07:00:00,23.82,34.81,2.41,23.75,53.67
2023-04-24 08:00:00,20.31,48.22,2.95,23.59,53.59
2023-04-24 09:00:00,24.21,43.04,2.35,24.72,54.66
2023-04-24 10:00:00,24.07,59.53,2.95,24.26,53.24
2023-04-24 11:00:00,23.33,48.99,2.12,23.47,54.1
2023-04-24 12:00:00,22.7,62.64,2.97,24.9,54.48
2023-04-24 13:00:00,23.05,62.87,2.46,24.05,53.63
2023-04-24 14:00:00,21.08,48.92,2.44,23.53,53.99
2023-04-24 15:00:00,20.86,57.96,2.63,22.0,53.01
2023-04-24 16:00:00,24.22,66.51,2.0,24.57,53.25
2023-04-24 17:00:00,24.51,37.79,2.73,24.44,53.63
2023-04-24 18:00:00,20.96,53.69,2.37,22.79,53.59
2023-04-24 19:00:00,24.49,35.82,2.28,24.43,54.26
2023-04-24 20:00:00,23.44,36.84,2.42,22.61,54.5
2023-04-24 21:00:00,22.4,48.99,2.55,23.71,54.8
2023-04-24 22:00:00,23.1,67.92,2.06,24.97,54.32
2023-04-24 23:00:00,20.24,50.88,2.26,24.35,53.29
2023-04-25 00:00:00,22.74,32.13,2.51,24.45,54.69
2023-04-25 01:00:00,23.3,50.3,2.06,22.97,54.43
2023-04-25 02:00:00,24.24,64.34,2.45,22.23,53.88
2023-04-25 03:00:00,24.41,62.52,2.71,22.03,54.37
2023-04-25 04:00:00,21.34,35.15,2.78,24.5,53.07
2023-04-25 05:00:00,22.22,39.82,2.43,22.16,54.45
2023-04-25 06:00:00,24.15,47.44,2.19,24.08,54.91
2023-04-25 07:00:00,22.82,48.76,2.17,24.52,53.2
2023-04-25 08:00:00,22.88,50.35,2.9,23.2,53.97
2023-04-25 09:00:00,22.31,60.93,2.09,24.26,53.63
2023-04-25 10:00:00,21.93,58.93,2.83,24.14,53.17
2023-04-25 11:00:00,20.45,67.27,2.59,22.74,53.46
2023-04-25 12:00:00,22.18,64.21,2.88,22.04,53.61
2023-04-25 13:00:00,21.72,60.83,2.08,23.22,54.02
2023-04-25 14:00:00,23.53,47.86,2.03,23.02,54.34
2023-04-25 15:00:00,23.05,30.83,2.95,22.09,54.73
2023-04-25 16:00:00,20.04,69.23,2.0,23.72,53.34
2023-04-25 17:00:00,22.49,58.69,2.13,24.75,53.29
2023-04-25 18:00:00,21.57,53.33,2.92,24.51,54.9
2023-04-25 19:00:00,22.91,69.77,2.16,22.2,54.5
2023-04-25 20:00:00,22.28,55.71,2.53,23.0,54.72
2023-04-25 21:00:00,24.36,60.65,2.77,22.0,54.28
2023-04-25 22:00:00,20.76,33.27,2.22,24.6,54.36
2023-04-25 23:00:00,23.78,46.42,2.06,24.73,54.57
2023-04-26 00:00:00,24.64,60.89,2.15,24.73,53.21
2023-04-26 01:00:00,22.3,55.37,2.04,24.22,53.78
2023-04-26 02:00:00,20.11,36.88,2.9,22.44,53.11
2023-04-26 03:00:00,24.27,59.17,2.5,22.04,54.13
2023-04-26 04:00:00,20.05,67.6,2.75,24.06,54.69
2023-04-26 05:00:00,24.35,38.67,2.5,23.83,54.59
2023-04-26 06:00:00,20.49,64.14,2.55,24.02,53.91
2023-04-26 07:00:00,22.09,68.2,2.32,22.34,53.05
2023-04-26 08:00:00,24.46,60.94,2.86,24.72,53.91
2023-04-26 09:00:00,24.39,46.55,2.88,23.38,54.8
2023-04-26 10:00:00,23.16,51.36,2.11,24.5,54.13
2023-04-26 11:00:00,20.41,46.89,2.93,22.08,54.06
2023-04-26 12:00:00,22.26,54.98,2.66,22.28,53.25
2023-04-26 13:00:00,22.86,35.06,2.79,22.58,53.86
2023-04-26 14:00:00,23.84,33.67,2.88,22.54,54.99
2023-04-26 15:00:00,20.87,41.66,2.15,22.22,54.82
2023-04-26 16:00:00,20.92,34.93,2.69,22.31,53.3
2023-04-26 17:00:00,20.95,38.12,2.49,24.36,54.06
2023-04-26 18:00:00,21.89,38.26,2.3,23.63,54.29
2023-04-26 19:00:00,23.43,63.34,2.1,22.43,53.12
2023-04-26 20:00:00,20.4,41.6,2.04,24.18,54.94
2023-04-26 21:00:00,20.74,67.24,2.2,24.2,54.18
2023-04-26 22:00:00,23.11,47.85,2.21,24.7,53.18
2023-04-26 23:00:00,23.02,34.26,2.43,23.35,53.74
2023-04-27 00:00:00,23.97,69.53,2.5,22.99,53.1
2023-04-27 01:00:00,22.86,34.76,2.16,22.79,54.32
2023-04-27 02:00:00,21.95,69.68,2.84,24.62,53.93
2023-04-27 03:00:00,23.32,66.27,2.41,24.97,54.8
2023-04-27 04:00:00,21.19,56.2,2.54,24.9,53.24
2023-04-27 05:00:00,22.18,64.75,2.87,22.48,53.09
2023-04-27 06:00:00,21.43,48.31,2.57,23.09,54.16
2023-04-27 07:00:00,23.84,63.22,2.56,24.37,54.55
2023-04-27 08:00:00,22.14,68.19,2.63,23.46,53.1
2023-04-27 09:00:00,21.2,48.19,2.23,22.13,53.71
2023-04-27 10:00:00,24.12,37.58,2.34,23.97,53.39
2023-04-27 11:00:00,23.51,37.33,2.94,24.26,53.83
2023-04-27 12:00:00,23.87,62.95,2.96,22.31,54.41
2023-04-27 13:00:00,24.2,54.14,2.4,22.44,54.95
2023-04-27 14:00:00,20.37,35.18,2.34,24.58,53.28
2023-04-27 15:00:00,24.67,60.44,2.33,24.05,53.91
2023-04-27 16:00:00,23.97,64.5,2.85,23.64,54.52
2023-04-27 17:00:00,20.64,46.99,2.82,24.95,54.21
2023-04-27 18:00:00,22.42,43.25,2.34,22.53,53.68
2023-04-27 19:00:00,21.31,47.72,2.1,24.81,54.97
2023-04-27 20:00:00,22.32,47.67,2.96,24.05,54.63
2023-04-27 21:00:00,22.19,68.44,2.32,22.95,53.98
2023-04-27 22:00:00,23.48,56.88,2.85,22.47,53.85
2023-04-27 23:00:00,20.05,51.73,2.5,22.24,54.03
2023-04-28 00:00:00,22.36,39.6,2.99,24.61,53.87
2023-04-28 01:00:00,20.98,55.47,2.31,22.37,53.04
2023-04-28 02:00:00,20.1,34.87,2.42,24.68,53.18
2023-04-28 03:00:00,23.75,35.22,2.95,24.14,54.47
2023-04-28 04:00:00,23.38,64.0,2.83,22.09,54.37
2023-04-28 05:00:00,21.1,59.24,2.87,24.77,54.27
2023-04-28 06:00:00,24.23,34.27,2.93,24.76,54.32
2023-04-28 07:00:00,21.93,50.86,2.37,24.22,53.34
2023-04-28 08:00:00,21.82,32.96,2.5,22.19,53.6
2023-04-28 09:00:00,22.41,69.77,2.47,22.59,53.95
2023-04-28 10:00:00,24.59,50.43,2.09,24.87,53.64
2023-04-28 11:00:00,24.06,38.09,2.71,23.37,54.56
2023-04-28 12:00:00,23.16,30.39,2.04,22.12,54.15
2023-04-28 13:00:00,24.75,52.73,2.6,24.81,54.02
2023-04-28 14:00:00,21.73,38.42,2.29,23.42,53.52
2023-04-28 15:00:00,21.4,35.31,2.13,23.4,53.12
2023-04-28 16:00:00,24.92,69.08,2.47,23.65,53.81
2023-04-28 17:00:00,21.86,48.91,2.51,23.4,54.21
2023-04-28 18:00:00,23.67,36.54,2.81,24.97,54.8
2023-04-28 19:00:00,20.91,68.02,2.03,24.61,54.8
2023-04-28 20:00:00,24.27,38.27,2.81,23.02,53.3
2023-04-28 21:00:00,24.89,37.52,2.44,22.7,54.4
2023-04-28 22:00:00,20.45,52.79,2.54,22.43,54.59
2023-04-28 23:00:00,22.46,30.18,2.25,24.0,54.11
2023-04-29 00:00:00,20.28,51.98,2.38,23.04,53.84
2023-04-29 01:00:00,20.78,51.33,2.65,23.82,54.1
2023-04-29 02:00:00,24.67,57.76,2.43,23.34,54.04
2023-04-29 03:00:00,21.56,45.76,2.7,22.06,53.39
2023-04-29 04:00:00,22.95,54.98,2.01,23.76,54.12
2023-04-29 05:00:00,22.41,60.81,2.08,24.23,53.96
2023-04-29 06:00:00,24.15,61.96,2.25,22.26,53.89
2023-04-29 07:00:00,21.77,46.3,2.76,24.04,54.27
2023-04-29 08:00:00,24.72,65.45,2.63,24.1,54.58
2023-04-29 09:00:00,23.94,56.71,2.13,23.66,53.93
2023-04-29 10:00:00,23.8,49.19,2.56,22.27,53.81
2023-04-29 11:00:00,24.42,67.35,2.35,22.06,53.8
2023-04-29 12:00:00,21.98,58.91,2.68,23.11,53.75
2023-04-29 13:00:00,23.97,37.69,2.87,23.5,54.54
2023-04-29 14:00:00,23.14,52.82,2.19,24.29,54.23
2023-04-29 15:00:00,21.09,56.01,2.27,22.17,53.74
2023-04-29 16:00:00,24.59,68.55,2.47,22.2,53.04
2023-04-29 17:00:00,20.41,47.8,2.74,24.31,54.81
2023-04-29 18:00:00,21.35,57.51,2.23,22.87,54.26
2023-04-29 19:00:00,23.35,46.33,2.54,23.33,53.23
2023-04-29 20:00:00,24.31,58.43,2.45,22.52,54.8
2023-04-29 21:00:00,20.72,42.55,2.73,23.41,54.44
2023-04-29 22:00:00,22.4,67.71,2.86,23.62,53.18
2023-04-29 23:00:00,21.2,49.55,2.74,23.76,54.04
2023-04-30 00:00:00,22.43,60.56,2.21,23.12,53.37
2023-04-30 01:00:00,23.11,66.45,2.58,23.53,54.2
2023-04-30 02:00:00,21.82,35.75,2.29,22.3,54.73
2023-04-30 03:00:00,24.81,67.1,2.44,23.82,54.43
2023-04-30 04:00:00,24.82,55.47,2.41,22.44,53.74
2023-04-30 05:00:00,21.73,46.36,2.15,23.69,53.54
2023-04-30 06:00:00,22.42,57.07,2.59,22.98,54.84
2023-04-30 07:00:00,21.46,44.0,2.01,22.51,53.75
2023-04-30 08:00:00,20.63,57.99,2.52,22.53,54.8
2023-04-30 09:00:00,21.52,59.39,2.66,23.28,54.51
2023-04-30 10:00:00,23.01,31.64,2.67,22.45,53.75
2023-04-30 11:00:00,23.95,65.49,2.33,24.66,53.64
2023-04-30 12:00:00,22.43,34.78,2.69,24.19,54.82
2023-04-30 13:00:00,21.33,42.53,2.95,24.41,53.24
2023-04-30 14:00:00,22.72,61.57,2.01,24.9,54.33
2023-04-30 15:00:00,22.13,35.42,2.08,22.12,54.64
2023-04-30 16:00:00,23.44,69.03,2.78,22.22,53.14
2023-04-30 17:00:00,20.44,69.58,2.91,22.84,53.77
2023-04-30 18:00:00,22.61,62.11,2.63,22.87,54.33
2023-04-30 19:00:00,21.71,61.21,2.95,23.22,54.46
2023-04-30 20:00:00,22.94,56.67,2.79,24.75,54.01
2023-04-30 21:00:00,21.56,66.04,2.74,24.06,54.21
2023-04-30 22:00:00,23.59,62.93,2.9,22.88,54.3
2023-04-30 23:00:00,20.65,53.84,2.64,24.72,53.31
2023-05-01 00:00:00,22.06,43.98,2.46,22.48,53.88
2023-05-01 01:00:00,22.3,49.97,2.7,22.05,54.62
2023-05-01 02:00:00,24.71,54.26,2.29,22.37,53.11
2023-05-01 03:00:00,20.66,53.34,2.01,23.88,53.02
2023-05-01 04:00:00,21.89,30.51,2.02,24.87,54.22
2023-05-01 05:00:00,24.29,38.66,2.11,22.76,53.77
2023-05-01 06:00:00,21.1,38.71,2.94,24.41,54.02
2023-05-01 07:00:00,20.29,46.05,2.73,24.16,54.18
2023-05-01 08:00:00,20.04,43.14,2.89,23.74,54.58
2023-05-01 09:00:00,21.03,50.77,2.63,23.1,54.94
2023-05-01 10:00:00,21.83,40.48,2.51,22.72,53.98
2023-05-01 11:00:00,23.5,68.31,2.09,22.28,53.72
2023-05-01 12:00:00,22.51,52.24,2.73,22.59,54.4
2023-05-01 13:00:00,21.83,49.43,2.44,22.14,54.66
2023-05-01 14:00:00,23.28,44.57,2.84,22.15,53.17
2023-05-01 15:00:00,20.05,60.01,2.04,22.92,53.63
2023-05-01 16:00:00,22.05,55.48,2.34,22.94,53.01
2023-05-01 17:00:00,23.19,49.27,2.69,22.17,53.06
2023-05-01 18:00:00,20.52,36.34,2.66,22.75,53.63
2023-05-01 19:00:00,23.46,65.26,2.54,24.17,53.92
2023-05-01 20:00:00,21.36,39.57,2.44,24.94,54.84
2023-05-01 21:00:00,20.57,67.19,2.76,23.63,54.95
2023-05-01 22:00:00,24.98,51.25,2.71,24.96,54.29
2023-05-01 23:00:00,20.15,66.81,2.69,24.91,54.24
2023-05-02 00:00:00,20.41,49.2,2.11,23.28,54.76
2023-05-02 01:00:00,22.12,64.42,2.21,24.74,54.71
2023-05-02 02:00:00,24.25,38.95,2.95,23.5,54.54
2023-05-02 03:00:00,20.7,31.43,2.06,23.76,53.76
2023-05-02 04:00:00,20.3,31.02,2.12,22.55,53.17
2023-05-02 05:00:00,23.96,62.6,2.64,22.89,54.73
2023-05-02 06:00:00,21.04,66.29,2.57,23.94,53.12
2023-05-02 07:00:00,23.03,50.42,2.65,23.28,54.51
2023-05-02 08:00:00,24.44,68.67,2.59,22.18,54.21
2023-05-02 09:00:00,20.12,56.18,2.5,23.36,54.79
2023-05-02 10:00:00,20.29,69.62,2.13,23.36,53.37
2023-05-02 11:00:00,21.72,34.86,3.0,23.94,53.91
2023-05-02 12:00:00,23.9,51.69,2.66,22.89,53.08
2023-05-02 13:00:00,23.46,47.27,2.72,24.04,53.54
2023-05-02 14:00:00,21.94,35.21,2.55,23.75,54.02
2023-05-02 15:00:00,22.4,56.74,2.75,23.28,53.11
2023-05-02 16:00:00,23.35,35.82,2.34,23.96,54.78
2023-05-02 17:00:00,20.54,39.17,2.97,23.92,53.13
2023-05-02 18:00:00,23.35,44.97,2.43,24.35,54.61
2023-05-02 19:00:00,22.92,64.07,2.09,24.78,54.17
2023-05-02 20:00:00,21.82,51.76,2.4,23.28,53.44
2023-05-02 21:00:00,22.81,51.94,2.61,23.85,54.02
2023-05-02 22:00:00,21.0,52.86,2.65,24.53,54.6
2023-05-02 23:00:00,21.27,37.38,2.2,22.38,54.61
2023-05-03 00:00:00,22.08,37.13,2.15,23.51,53.95
2023-05-03 01:00:00,20.65,61.85,2.59,22.81,54.76
2023-05-03 02:00:00,21.42,51.51,2.87,24.99,54.15
2023-05-03 03:00:00,23.78,44.62,2.73,24.76,53.55
2023-05-03 04:00:00,21.69,60.38,2.92,22.16,53.02
2023-05-03 05:00:00,22.46,37.15,2.14,22.79,54.77
2023-05-03 06:00:00,22.51,58.39,2.31,23.64,53.26
2023-05-03 07:00:00,22.81,69.89,2.53,23.51,53.27
2023-05-03 08:00:00,22.84,38.02,2.35,23.34,53.93
2023-05-03 09:00:00,20.08,33.38,2.89,24.77,54.26
2023-05-03 10:00:00,22.74,37.5,2.69,23.91,54.8
2023-05-03 11:00:00,20.54,51.98,2.22,22.35,53.59
2023-05-03 12:00:00,21.82,49.7,2.4,23.5,54.39
2023-05-03 13:00:00,23.04,60.09,2.82,24.22,53.2
2023-05-03 14:00:00,21.65,46.25,2.01,22.59,54.11
2023-05-03 15:00:00,20.4,68.01,2.66,22.33,53.06
2023-05-03 16:00:00,24.35,40.64,2.34,24.05,54.74
2023-05-03 17:00:00,23.68,58.9,2.44,23.57,54.55
2023-05-03 18:00:00,24.08,56.89,2.36,23.86,53.94
2023-05-03 19:00:00,23.65,60.75,2.21,22.53,54.03
2023-05-03 20:00:00,24.78,56.05,2.83,24.04,54.5
2023-05-03 21:00:00,20.3,52.23,2.24,23.08,53.23
2023-05-03 22:00:00,22.63,42.82,2.72,23.69,53.26
2023-05-03 23:00:00,24.44,40.98,2.13,24.3,53.06
2023-05-04 00:00:00,20.79,33.21,2.91,22.17,53.27
2023-05-04 01:00:00,24.35,57.23,2.25,22.05,54.98
2023-05-04 02:00:00,24.45,42.65,2.42,24.46,54.88
2023-05-04 03:00:00,22.85,50.33,2.31,24.9,54.16
2023-05-04 04:00:00,20.57,33.66,2.25,23.24,53.73
2023-05-04 05:00:00,22.22,43.05,2.98,22.32,53.25
2023-05-04 06:00:00,21.19,36.47,2.81,23.89,53.98
2023-05-04 07:00:00,24.47,41.0,2.48,23.29,54.44
2023-05-04 08:00:00,24.18,58.86,2.48,22.27,54.71
2023-05-04 09:00:00,20.79,40.23,2.02,22.54,53.23
2023-05-04 10:00:00,23.77,60.59,2.76,23.76,54.94
2023-05-04 11:00:00,20.85,30.26,2.42,22.47,53.74
2023-05-04 12:00:00,24.83,49.81,2.19,22.29,54.36
2023-05-04 13:00:00,20.96,69.14,2.46,23.04,53.94
2023-05-04 14:00:00,20.72,51.57,2.94,22.76,54.13
2023-05-04 15:00:00,20.9,50.9,2.3,23.21,53.17
2023-05-04 16:00:00,20.39,31.03,2.05,22.98,54.6
2023-05-04 17:00:00,21.1,46.98,2.22,23.85,54.13
2023-05-04 18:00:00,24.47,39.87,2.28,23.96,53.28
2023-05-04 19:00:00,24.29,30.14,2.1,24.5,53.14
2023-05-04 20:00:00,24.76,50.87,2.71,23.79,54.07
